Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags,Notes
A Clean Expression Matrix of the GEOGSE18599 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with siRNA treatment for none/Phf21a,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE18599.rds,,
A Clean Expression Matrix of the GEOGSE20696 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none treatment for none,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE20696.rds,,
A Clean Expression Matrix of the GEOGSE21157 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with bilberry/anthocyanidins/dmso treatment for lipogenesis/none,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE21157.rds,,
A Clean Expression Matrix of the GEOGSE24105 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with ethanol/dexamethasone treatment for none/insulin response,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE24105.rds,,
A Clean Expression Matrix of the GEOGSE25423 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with siRNA treatment for none/Kdm1a,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE25423.rds,,
A Clean Expression Matrix of the GEOGSE26207 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with dmso/PPARD agonist/PPARG agonist treatment for none/PPARD/PPARG,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE26207.rds,,
A Clean Expression Matrix of the GEOGSE28587 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with siRNA treatment for none/Kat5/Usp7,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE28587.rds,,
A Clean Expression Matrix of the GEOGSE34150 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none treatment for none,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE34150.rds,,
A Clean Expression Matrix of the GEOGSE40565 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with retrovirus/none treatment for Isl1/none,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE40565.rds,,
A Clean Expression Matrix of the GEOGSE42220 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none/SFA treatment for none/lipogenesis,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE42220.rds,,
A Clean Expression Matrix of the GEOGSE42330 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with saline/asbestose treatment for none/adipocytokine,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE42330.rds,,
A Clean Expression Matrix of the GEOGSE4683 Dataset.,"MDI-induced 3T3-L1 pre-adipocytes with insulin, glucose/rosiglitazone,insulin,glucose/glucose/insulin/rosiglitazone treatment for insulin response",3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE4683.rds,,
A Clean Expression Matrix of the GEOGSE51905 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with dmso/SCD inhibitor treatment for none/SCD1,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE51905.rds,,
A Clean Expression Matrix of the GEOGSE53004 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with dmso/none/rosiglitazone/butylparaben/ethylene brassylate/bis (2-ethylhexyl) phthalate/bisphenol A/butylbenzyl phthalate/propylparaben/tributyltin treatment for none/lipogenesis/non-lipogenic,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE53004.rds,,
A Clean Expression Matrix of the GEOGSE56440 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with dmso/berberine treatment for none/BECN1,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE56440.rds,,
A Clean Expression Matrix of the GEOGSE56688 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with dmso/rosiglitazone treatment for none/lipogenesis,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE56688.rds,,
A Clean Expression Matrix of the GEOGSE58193 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with shRNA treatment for none/Ebf1,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE58193.rds,,
A Clean Expression Matrix of the GEOGSE62635 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none/dexamethasone/TNF treatment for none/insulin response,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE62635.rds,,
A Clean Expression Matrix of the GEOGSE64075 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with diclofenac/dmso/indomethacin/rosiglitazone/ibuprofen/GQ16 treatment for PPARG/none/insulin response,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE64075.rds,,
A Clean Expression Matrix of the GEOGSE64154 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with retrovirus treatment for none/Fbxl10,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE64154.rds,,
A Clean Expression Matrix of the GEOGSE6794 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none treatment for none,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE6794.rds,,
A Clean Expression Matrix of the GEOGSE69313 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none/siRNA treatment for none/Fto,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE69313.rds,,
A Clean Expression Matrix of the GEOGSE70854 Dataset.,"MDI-induced 3T3-L1 pre-adipocytes with ethanol/ritonavir/tenofovir/ritonavir,dmso/ritonavir,CLA treatment for none/protease",3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE70854.rds,,
A Clean Expression Matrix of the GEOGSE73231 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with siRNA treatment for none/Setdb1/Mbd1/Mcaf1,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE73231.rds,,
A Clean Expression Matrix of the GEOGSE8681 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with linoleic acide/CLA treatment for AMPK,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE8681.rds,,
A Clean Expression Matrix of the GEOGSE8682 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none/tunicamycin treatment for none/stress response,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE8682.rds,,
A Clean Expression Matrix of the GEOGSE8683 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with linoleic acide/CLA treatment for AMPK,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE8683.rds,,
A Clean Expression Matrix of the GEOGSE8684 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with CLA/linoleic acide treatment for AMPK,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE8684.rds,,
A Clean Expression Matrix of the GEOGSE93637 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with siRNA treatment for none/Trp53inp2,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE93637.rds,,
A Clean Expression Matrix of the GEOGSE94539 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with none/adenine/AICAR treatment for none/AMPK,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE94539.rds,,
A Clean Expression Matrix of the GEOGSE97241 Dataset.,MDI-induced 3T3-L1 pre-adipocytes with siRNA treatment for none/Paral1,3.10,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoArray,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/GSE97241.rds,,
A Curated Microarrays Dataset  of MDI-induced Differentiated Adipocytes (3T3-L1) Under se Perturbations,A curated dataset  of Microarrays samples. The samples are MDI-induced pre-adipocytes (3T3-L1) at different time points/stage of differentiation under different types of se perturbations.,3.9,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoChIP,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/genetic_perturbation.rds,,
A Curated Microarrays Dataset (processed) of MDI-induced Differentiated Adipocytes (3T3-L1) Under se Perturbations,A curated dataset (processed) of Microarrays samples. The samples are MDI-induced pre-adipocytes (3T3-L1) at different time points/stage of differentiation under different types of se perturbations.,3.9,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoChIP,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/genetic_perturbation2.rds,,
A Curated Microarrays Dataset  of MDI-induced Differentiated Adipocytes (3T3-L1) Under se Perturbations,A curated dataset  of Microarrays samples. The samples are MDI-induced pre-adipocytes (3T3-L1) at different time points/stage of differentiation under different types of se perturbations.,3.9,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoChIP,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/pharmacological_perturbation.rds,,
A Curated Microarrays Dataset (processed) of MDI-induced Differentiated Adipocytes (3T3-L1) Under se Perturbations,A curated dataset (processed) of Microarrays samples. The samples are MDI-induced pre-adipocytes (3T3-L1) at different time points/stage of differentiation under different types of se perturbations.,3.9,mm10,GSEmatrix,https://github.com/MahShaaban/curatedAdipoChIP,October 10 2019,Mus musculus,10090,TRUE,GEO,Mahmoud Ahmed <mahmoud.s.fahmy@students.kasralainy.edu.eg>,SummarizedExperiment,Rds,clean_se/pharmacological_perturbation2.rds,,
